starttime,endtime,today,deviceid,malaria_intro,readiness_assessment_checklist,gps1_longitude,gps1_latitude,gps1_altitude,gps1_accuracy,gps1,time_of_assessment,date_of_visits,name_supervisor,organisation,other_organisation,region,district,planning_coordination,operational_plan_develop_1_1,coordination_team_established_1_2,micro_plan_finalized_1_3,funds_received_1_4,funds_distributed_1_5,funds_distributed_1_6,comments_planning_coordination,training,health_workers_trained_2_1,com_health_volunteers_trained_2_2,supervisors_identified_and_trained_2_3,comments_training,m_e,supervision_plan_developed_3_1,monitoring_tools_received_3_2,monitoring_tools_delivered_at_hf_3_3,comments_m_e,cold_chain_and_logistics,sufficient_coldchain_capacity_4_1,waste_mgt_assessment_4_2,vaccines_mgt_supplied_vaccines_4_3a,vaccines_mgt_supplied_ad_syringes_0_5ml_4_3b,vaccines_mgt_supplied_safety_boxes_4_3c,vaccines_mgt_supplied_comments_cold_chain_and_logistics,advocacy_communication,acsm_mgt_delivered_5_1,acsm_mgt_implemented_5_2,community_awareness_verified_5_3,comments_advocacy_communication,overall_comments_note,overall_comments,thank_you,meta_instance_id,id,system_submission_date,system_updated_at,system_submitter_id,system_submitter_name,system_attachments_present,system_attachments_expected,system_status,system_review_state,system_device_id,system_edits,system_form_version,odata_context
2025-03-03T09:33:27Z,2025-03-10T11:18:52Z,2025-03-03T00:00:00Z,collect:YxGbd7A7nqn7aODX,NA,NA,33.9585419,0.9132565,1069.3302839276616,4.788,,2m,2025-03-03T00:00:00Z,Nghania Frehd,other,MoH - UNEPI,Bukedi,Butaleja,NA,yes,yes,yes,no,no,no,"Waiting to receive funds, IPFs, and guidance from MoH Unepi; the monthly coordination meetings have not started",NA,no,no,no,Common myths and misconceptions about vaccine; communities have expressed concerns about the increased number of injectable vaccines. It is important to deliver IEC materials before training is conducted.,NA,no,yes,yes,MVI IPF and guidelines should be shared urgently to guide supervision plans.,NA,yes,yes,no,no,no,Majority of health facilities use open pit burning. Green label supported retrieval and final disposal. Need to deliver the MVI vaccine and related supplies soonest as the introduction date is so close.,NA,no,no,no,"Central payments for ACSM activities always delay or even never paid. As a result, districts are hesitant to commit to initiating ACSM activities with assurance. Secondly, service providers are not comfortable as previous payments have not been effected. None of 5 persons interviewed had heard about Malaria Vaccine introduction",NA,"The district is not on track to conduct MVI in April 2025 unless IEC materials, IPFs, and guidelines as well as funds are delivered/disbursed immeidately to faxiliate planning, social mobilization and training. Generally, the districts are enthusiastic about the introduction of a malaria vaccine. They are, however, concerned about the delays in communication and preparing districts.",NA,uuid:2bcfb457-6b6c-4f3a-a936-002a31de532a,uuid:2bcfb457-6b6c-4f3a-a936-002a31de532a,2025-03-10T11:18:53.028Z,NA,1124,moh_assessor,0,0,NA,NA,collect:YxGbd7A7nqn7aODX,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-04T10:44:49Z,2025-03-10T11:18:42Z,2025-03-04T00:00:00Z,collect:YxGbd7A7nqn7aODX,NA,NA,34.18863,0.6880706,1215.5,4.714,,2m,2025-03-04T00:00:00Z,Nghania Frehd,other,MOH - UNEPi,Bukedi,Tororo,NA,yes,no,yes,no,no,no,"Districts needs to further clean the microplans, especially regarding the identification of resistant communities. The coordination committee established but needs activation towards MVI implementation. MoH needs to disburse funds; anticipated delays in cash limit and processing supplementary funds through Council, MOH should immediately share IPFs and guidelines",NA,no,no,no,"Rampant myths and misconceptions about vaccines, community fears around multiple injections, need to plan for sufficient periods for training. One day is not enough, IEC materials should be delivered ahead of time so they can be used during training as well.",NA,no,yes,yes,MOH to share IPFs so that realistic supervision plans are developed ,NA,yes,yes,no,no,no,"21 cold boxes, but 11 are phased out and are non functional. Close to 401 vaccine carriers, but 150 are damaged. Limited storage space for cold boxes and vaccine carriers as a result of the district having a small DVS. NMS to deliver vaccines and supplies sooner as well as dispatch teams to support cold chain maintenance before the introduction.",NA,no,no,no,"MoH to share IEC materials soonest. The communities were not yet aware of the MVI as only 2 out of 5 interviewed reported that they had heard. Moreover, they couldn't remember the date and venues mentioned in the messages they heard.",NA,"The district is not on track to conduct MVI in April 2025 unless IEC materials, IPFs, and guidelines as well as funds are delivered/disbursed immeidately to faxiliate planning, social mobilization and training. Generally, the districts are enthusiastic about the introduction of a malaria vaccine. They are, however, concerned about the delays in communication and preparing districts.",NA,uuid:a04f8bed-7230-4dc2-8624-8dc8126d7f0a,uuid:a04f8bed-7230-4dc2-8624-8dc8126d7f0a,2025-03-10T11:18:43.025Z,NA,1124,moh_assessor,0,0,NA,NA,collect:YxGbd7A7nqn7aODX,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-07T11:15:11Z,2025-03-07T11:41:28Z,2025-03-07T00:00:00Z,collect:UgCtJbqjGaO4AFTb,NA,NA,34.2386634,1.2282384,1123,48.9,,2m,2025-03-07T00:00:00Z,Damascus Akampurira,gov_moh,NA,Bugisu,Sironko,NA,no,yes,yes,no,no,yes,Delay of funds hinder most activities,NA,no,no,no,Training has not started due to lack of funds,NA,yes,yes,yes,More training needed on the use of some monitoring tools,NA,yes,yes,no,yes,yes,Poor vaccine house at the district,NA,no,yes,no,"More intensive mobilisation needed especially the resistant communities

Allocating funds for hard to reach areas ",NA,"Intensive mobilisation in resistant communities 
Poor vaccine house
Allocation of funds for hard to reach areas ",NA,uuid:9b879bc4-2b7e-4cf3-857b-676d3bab4dec,uuid:9b879bc4-2b7e-4cf3-857b-676d3bab4dec,2025-03-07T11:41:30.597Z,NA,1124,moh_assessor,0,0,NA,NA,collect:UgCtJbqjGaO4AFTb,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-07T07:00:08Z,2025-03-07T11:37:01Z,2025-03-07T00:00:00Z,collect:yfZkOajt55oMRUkg,NA,NA,32.4613215,1.3137835,1093.800048828125,20,,2m,2025-03-07T00:00:00Z,Biryomumisho Hashim,gov_moh,NA,North_Central,Nakasongola,NA,no,no,yes,no,no,no,NA,NA,no,no,no,NA,NA,no,yes,yes,NA,NA,no,yes,no,no,no,NA,NA,no,no,no,NA,NA,NA,NA,uuid:edca0413-9c04-42d4-888a-396c03f35ec1,uuid:edca0413-9c04-42d4-888a-396c03f35ec1,2025-03-07T11:37:17.218Z,NA,1124,moh_assessor,0,0,NA,NA,collect:yfZkOajt55oMRUkg,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-06T08:29:18Z,2025-03-07T10:58:42Z,2025-03-06T00:00:00Z,collect:MGl4lhGl8SpDIH5l,NA,NA,33.0318133,0.3397772,1220.0999755859375,11.433,,2m,2025-03-06T00:00:00Z,Turyasingura Michael,gov_moh,NA,North_Central,Buikwe,NA,no,yes,no,no,no,no,Budget and timelines have not been shared with the district ,NA,no,no,no,Budget ha snot been shared with the District to know the  number of participants ,NA,no,no,no,The implementing partners are no longer supporting them,NA,no,no,no,no,no,They don't have enough cold chain capacity to cater for the new vaccines ,NA,no,no,no,There is need for intensive sensitisation in the community and the health workers.,NA,"Most of the areas rely on the availability of funds and these need to be disbursed. 
Planning and trainings have not been done.
There's also need to focus on waste disposal.",NA,uuid:ecd72d54-647b-4bdc-90f7-1a9636192ce4,uuid:ecd72d54-647b-4bdc-90f7-1a9636192ce4,2025-03-07T10:58:43.954Z,NA,1124,moh_assessor,0,0,NA,NA,collect:MGl4lhGl8SpDIH5l,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-07T10:18:11Z,2025-03-07T10:23:33Z,2025-03-07T00:00:00Z,collect:GCaIg7qePoyLZu4E,NA,NA,34.7244908,1.8638946,1403,4.7,,2m,2025-03-07T00:00:00Z,Yasiini Nuwamanya ,gov_moh,NA,Karamoja,Nakapiripirit,NA,no,yes,yes,no,no,yes,Operational plans for all core activities are not yet developed ,NA,no,no,no,Trainings awaiting central supervisors,NA,no,yes,no,Updated EPI tools not yet received ,NA,yes,no,no,no,no,Updated EPI tools not yet delivered ,NA,no,no,no,Awareness creation in the district has not yet started.,NA,The district is generally unprepared for MVI at the moment ,NA,uuid:82b6bcb7-59df-42b3-b160-93b261315088,uuid:82b6bcb7-59df-42b3-b160-93b261315088,2025-03-07T10:23:34.571Z,NA,1124,moh_assessor,0,0,NA,NA,collect:GCaIg7qePoyLZu4E,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-04T12:37:20Z,2025-03-07T10:05:18Z,2025-03-04T00:00:00Z,collect:SWUA4BF3E9fazbPC,NA,NA,30.9122334,3.0181268,601.70001220703125,4.661,,2m,2025-03-04T00:00:00Z,Patricia Thiwe,gov_moh,NA,West_Nile,Arua,NA,yes,no,yes,no,no,no,Poor overall coordination at the District for MVI activities. District waiting communication from MoH,NA,no,no,no,Trainings will be conducted after the District training ,NA,no,yes,yes,Routine data tools available ,NA,yes,no,no,no,no,More fridge tags needed ,NA,no,no,no,Intensify social mobilisation activities ,NA,District not yet ready for implementation ,NA,uuid:920befb7-587f-4e01-b50f-d202feab3563,uuid:920befb7-587f-4e01-b50f-d202feab3563,2025-03-07T10:05:22.525Z,NA,1124,moh_assessor,0,0,NA,NA,collect:SWUA4BF3E9fazbPC,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-04T11:58:45Z,2025-03-07T10:00:58Z,2025-03-04T00:00:00Z,collect:SWUA4BF3E9fazbPC,NA,NA,30.91548,3.0136584,1215,92.9,,2m,2025-03-03T00:00:00Z,Patricia Thiwe,gov_moh,NA,West_Nile,Arua City,NA,yes,yes,yes,no,no,no,IPFs for MVI not communicated and all activities not known,NA,no,no,no,Activities not yet started. CHT waiting form communication from Minis,NA,no,yes,yes,Routine data tools available ,NA,yes,no,no,no,no,Vaccines and other supplies not yet received,NA,no,no,no,Only Road drive done however social mobilisation needs to be intensified ,NA,Not much has been done at the City in regards MVI,NA,uuid:1fa98aa7-2ab6-44a9-9620-56e35db9387c,uuid:1fa98aa7-2ab6-44a9-9620-56e35db9387c,2025-03-07T10:01:00.492Z,NA,1124,moh_assessor,0,0,NA,NA,collect:SWUA4BF3E9fazbPC,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-04T09:43:36Z,2025-03-04T10:03:22Z,2025-03-04T00:00:00Z,074770853250475,NA,NA,33.17586022,1.91405316,1097.3356011048,32.689,,2m,2025-03-04T00:00:00Z,Mulyazaawo Matthias Kasule,gov_moh,NA,Lango,Dokolo,NA,no,yes,no,no,no,no,Waiting for information from the center,NA,no,no,no,The team is waiting for information on the introduction of the Malaria Vaccine ,NA,no,no,no,"The district has only information about the vaccine, waiting for details about the vaccine itself and the introduction process ",NA,no,no,no,no,no,Some safe safety boxes are not enough ,NA,no,no,no,No microplan and the communication plan and material not available ,NA,The District requires details on the malaria vaccine introduction ,NA,uuid:6e5c2af9-493f-4774-9dbb-1cbd32ce03ff,uuid:6e5c2af9-493f-4774-9dbb-1cbd32ce03ff,2025-03-07T09:27:31.789Z,NA,1124,moh_assessor,0,0,NA,NA,imei:07CEE08D-3B50-4ED7-BDCD-811290024635,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-05T08:00:49Z,2025-03-05T09:51:33Z,2025-03-05T00:00:00Z,074770853250475,NA,NA,32.84089197,1.63446976,1047.0615469555,84.6,,2m,2025-03-05T00:00:00Z,Mulyazaawo Mathias Kasule,gov_moh,NA,Lango,Amolatar,NA,yes,yes,yes,yes,yes,yes,"The District’s operational plan is integrated, funds for sensitization received but coordination meetings are only held as and when required ",NA,no,no,no,Training for all cadres is pending ,NA,no,yes,yes,Child cards available but the tally sheets and children health registers not available ,NA,yes,no,no,yes,no,"Capaity at the District level is sufficient but at three of the facilities, fridges are powered by gas, current they’ve no gas and two of those three have small gas cylinders ",NA,no,no,no,"MV introduction micro plan not yet developed, expecting information from MoH",NA,"Generally information on the vaccine and and it’s introduction is still limited, this should be shared, ACSM yet to commence; cold chain facility have largely remained the same despite the introduction of various antigens. ",NA,uuid:f429adc5-3023-4935-9075-d657cd3abc50,uuid:f429adc5-3023-4935-9075-d657cd3abc50,2025-03-07T09:27:31.782Z,NA,1124,moh_assessor,0,0,NA,NA,imei:07CEE08D-3B50-4ED7-BDCD-811290024635,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-05T08:15:01Z,2025-03-07T08:52:34Z,2025-03-05T00:00:00Z,collect:L7lOORaTqF2G2HLy,NA,NA,33.3559422,2.4049448,1075.6282039359355,4.353,,2m,2025-03-05T00:00:00Z,Patrick Araali Mwirumubi,gov_moh,NA,Lango,Otuke,NA,no,yes,no,no,no,yes,"Guidelines for implementation, human resource requirements, and logistics are needed.",NA,no,no,no,"Awareness, with support from the Social Behavior Change Activity (SBCA), was only carried out for stakeholders.  More awareness training is needed to reach all required parties.",NA,no,yes,yes,"1. The guidelines should be revised/updated to include provisions for subcounty leadership (subcounty chiefs/town clerks, LC3 chairperson, health secretary, and the GISO) for supervision and monitoring.
2. A budget should be allocated for multiplying the tools.
3. Sufficient registers are needed before this activity begins.",NA,yes,yes,no,no,no,Support for moving around facilities to carry out waste management assessments.,NA,no,no,no,"1. Social mobilization support especially for hard to reach areas.
2. There is a need for separate materials for the sub county of Olilim and Okwete where Itesots have settled. There is a language barrier challenge that needs to be urgently addressed.",NA,"The district is ready and willing to introduce the Malaria Vaccine.   The ask is for timely support from MoH to ensure smooth delivery, distribution and uptake of the Malaria Vaccine.",NA,uuid:e7b9b995-ca79-4e01-9809-faede7ede31a,uuid:e7b9b995-ca79-4e01-9809-faede7ede31a,2025-03-07T08:52:36.096Z,NA,1124,moh_assessor,0,0,NA,NA,collect:L7lOORaTqF2G2HLy,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-03T10:53:49Z,2025-03-07T08:52:25Z,2025-03-03T00:00:00Z,collect:L7lOORaTqF2G2HLy,NA,NA,33.23564,2.2599664,1079.4000244140625,4.01,,2m,2025-03-03T00:00:00Z,Patrick Araali Mwirumubi,gov_moh,NA,Lango,Alebtong,NA,no,yes,no,no,no,yes,"The DHO raised a concern, asking when districts should plan relative to the Ministry of Health's plans.  Gaps within districts are unique to each one. Districts should be allowed to plan independently because they best understand their challenges.",NA,no,no,no,Awaiting disbursement of funds and MV guidelines to mobilize the required human resources.,NA,no,yes,yes,Guidelines and support from the MoH to develop supervision plans.,NA,yes,yes,no,no,no,"For proper waste management, an incinerator will be needed at each facility.",NA,no,no,yes,IEC materials should be delivered on time before the activity starts to improve community sensitization.,NA,"Comments were raised under the different sections.
A. Training section
1. MoH uses a top-down rigid planning mechanism, not allowing the district to utilize a bottom-up approach for better planning. This needs to be addressed.
2. Timely and adequate community engagement is needed to reduce resistance to newly introduced vaccines.

B. Social mobilization & Communication
1. The district feels strongly that they were not involved in the malaria Vaccine material development.",NA,uuid:df76a08f-0981-4971-ae49-be3df16b2bfc,uuid:df76a08f-0981-4971-ae49-be3df16b2bfc,2025-03-07T08:52:26.923Z,NA,1124,moh_assessor,0,0,NA,NA,collect:L7lOORaTqF2G2HLy,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-07T07:01:15Z,2025-03-07T08:51:19Z,2025-03-07T00:00:00Z,collect:UgCtJbqjGaO4AFTb,NA,NA,34.1827328,1.0704123,1143.800048828125,24.9,,2m,2025-03-05T00:00:00Z,Damascus Akampurira,gov_moh,NA,Bugisu,Mbale City,NA,no,yes,yes,no,no,yes,"Late submission of  Gavi funds accountability 
Inadequate facilitation of other key holders like chairman LC 1
Vaccine stock outs of new vaccines
Inadequate facilitation of mobilisers",NA,no,no,no,Not yet because of funds have been provided,NA,no,yes,yes,They have tools for routine immunisation,NA,yes,yes,no,yes,yes,NA,NA,no,yes,yes,"Communities are aware about the immunisation through radio

However more funding is needed for door to door mobilisation",NA,Mbale city is partially ready for MVI however if funds are received more work will be done like training of health workers,NA,uuid:8346b192-451a-4a07-8ec8-e791596b9cc4,uuid:8346b192-451a-4a07-8ec8-e791596b9cc4,2025-03-07T08:51:21.801Z,NA,1124,moh_assessor,0,0,NA,NA,collect:UgCtJbqjGaO4AFTb,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-07T06:32:47Z,2025-03-07T07:23:14Z,2025-03-07T00:00:00Z,collect:9vPPfQSopF15XIjN,NA,NA,33.2004558,0.4403786,1157.4000244140625,4.58,,2m,2025-03-04T00:00:00Z,Robinson Amanyiraho,gov_moh,NA,Busoga,Jinja City,NA,no,no,yes,no,no,no,Monthly meetings with RDC are affected about facilitation for the RDC,NA,no,no,no,Delayed funding is affecting this,NA,no,no,no,Funding needed to plan better,NA,no,no,no,no,no,The district needs support in full cold chain package,NA,no,no,yes,NA,NA,"District needs support in transportation, vehicles and facilitation for administration costs, we need to consider to plan the divisions as municipalities not as sub counties",NA,uuid:18415eff-bedf-4014-ae83-bb2e1509e863,uuid:18415eff-bedf-4014-ae83-bb2e1509e863,2025-03-07T07:23:19.398Z,NA,1124,moh_assessor,0,0,NA,NA,collect:9vPPfQSopF15XIjN,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
